INSTNM,MD_EARN_WNE_P10,CCBASIC,CCSIZSET,CCUGPROF,TUITIONFEE_OUT,APPL_SCH_PCT_GE5,FEMALE,PFTFTUG1_EF,GT_THRESHOLD_1YR,VETERAN,MARRIED,COMPL_RPY_1YR_RT,COMP_ORIG_YR6_RT,DEP_COMP_ORIG_YR4_RT,WDRAW_ORIG_YR2_RT,NOT1STGEN_COMP_ORIG_YR2_RT,UG25ABV
Alabama A & M University,40628.0,18.0,14.0,10.0,18634.0,0.3631512869,0.5640301318,0.876,355.0,0.003138732,0.0091023227,0.3366762178,0.30275974026,0.222222222222,0.329314720812,0.052287581699,0.0617
University of Alabama at Birmingham,54501.0,15.0,15.0,9.0,21216.0,0.1076951742,0.6390907397,0.6484,2290.0,0.0031675051,0.1050866406,0.5745573159,0.540062843676,0.483064963909,0.201492537313,0.147872340426,0.1794
Amridge University,37621.0,20.0,6.0,5.0,,0.1587837838,0.6486486486,,20.0,0.0405405405,0.2364864865,0.3333333333,0.084848484848,,0.534482758621,,0.8606
University of Alabama in Huntsville,61767.0,15.0,13.0,15.0,24770.0,0.1025533696,0.4763499372,0.6376,880.0,,0.1004604437,0.6408888889,0.480613165014,0.359408033827,0.209604153147,0.094076655052,0.1519
Alabama State University,34502.0,17.0,14.0,10.0,19396.0,0.2903354633,0.6134185304,0.8791,316.0,,0.0079872204,0.2446808511,0.322360953462,0.25,0.327094474153,0.061983471074,0.0677
The University of Alabama,59221.0,15.0,16.0,12.0,32300.0,0.2022556391,0.6152524168,0.8647,4092.0,0.0039742213,0.0537056928,0.6572383646,0.619616204691,0.585067873303,0.109710458932,0.090755593077,0.0735
Central Alabama Community College,33506.0,5.0,2.0,1.0,8740.0,0.1130841121,0.6037383178,0.604,87.0,,0.0962616822,0.2702702703,0.126637554585,0.18085106383,0.5,,0.1565
Athens State University,50273.0,22.0,9.0,5.0,,0.0403645833,0.705078125,,671.0,,0.361328125,0.5269058296,0.599499374218,0.690082644628,0.200923787529,0.309782608696,0.5569
Auburn University at Montgomery,44391.0,18.0,13.0,7.0,19348.0,0.152301665,0.6929480901,0.5168,574.0,0.0048971596,0.0729676787,0.5849335303,0.311836734694,0.252669039146,0.287521079258,0.140077821012,0.2031
Auburn University,65337.0,15.0,15.0,14.0,32960.0,0.1297952693,0.531504671,0.8222,3003.0,0.0023852117,0.0222619758,0.7699652778,0.731697506034,0.668747704737,0.100887282287,0.109869646182,0.04
Birmingham-Southern College,59481.0,21.0,11.0,12.0,21250.0,0.3778280543,0.520361991,0.9037,109.0,,,0.7679558011,0.643171806167,,0.130612244898,,0.017
Chattahoochee Valley Community College,36438.0,4.0,2.0,2.0,8730.0,0.1393162393,0.611965812,0.4515,91.0,0.0102564103,0.1905982906,0.3896103896,0.135817307692,0.135646687697,0.408858603066,0.151515151515,0.3301
South University-Montgomery,34421.0,22.0,6.0,7.0,17014.0,0.0544449171,0.7628668652,0.1494,2104.0,0.0162342266,0.2367077839,0.3869922751,0.178076996017,0.1592670895,0.354831560284,0.21875,0.6804
Enterprise State Community College,42572.0,2.0,2.0,2.0,8670.0,0.0786729858,0.5165876777,0.6041,20.0,0.0113744076,0.1213270142,,0.123473541384,0.105919003115,0.50284629981,,0.2244
Coastal Alabama Community College,34894.0,4.0,3.0,2.0,8670.0,0.1052631579,0.6531791908,0.6282,219.0,0.0045634317,0.0955278369,0.523297491,0.176358798936,0.112831858407,0.509015971149,0.082595870206,0.2206
Faulkner University,43457.0,18.0,10.0,7.0,23920.0,0.1409966025,0.6387315968,0.4128,444.0,,0.167610419,0.3508500773,0.326674500588,0.255617977528,0.314669652856,0.196629213483,0.4247
Gadsden State Community College,32937.0,7.0,3.0,2.0,6984.0,0.070688379,0.6180606958,0.6168,375.0,0.0066617321,0.1236121392,,0.179824561404,0.212483399734,0.568310428456,0.21935483871,0.3261
George C Wallace Community College-Dothan,31399.0,7.0,3.0,1.0,8610.0,0.0547630005,0.667740451,0.4975,366.0,0.0046019328,0.1251725725,,0.265512265512,0.224919093851,0.476651982379,0.195945945946,0.3198
George C Wallace State Community College-Hanceville,39842.0,7.0,3.0,2.0,8670.0,0.0544049459,0.6312210201,0.527,516.0,0.0040185471,0.142503864,0.6070133011,0.269949066214,0.266470009833,0.497677119628,0.176470588235,0.2306
George C Wallace State Community College-Selma,31598.0,5.0,2.0,1.0,8370.0,0.1324675325,0.5991341991,0.7062,85.0,0.0112554113,0.0536796537,,0.236187845304,0.252403846154,0.471578947368,,0.2114
Herzing University-Birmingham,36909.0,26.0,6.0,5.0,12750.0,0.0655923455,0.8135465189,0.1064,1961.0,0.0093163792,0.2312728188,0.3902261123,0.351520086862,0.370434782609,0.316366704162,0.301619433198,0.7664
Huntingdon College,49601.0,22.0,8.0,10.0,28350.0,0.2352071006,0.4704142012,0.8687,166.0,,0.0828402367,0.5667870036,0.572192513369,0.469696969697,0.152542372881,0.117647058824,0.0441
Heritage Christian University,42597.0,24.0,6.0,5.0,11632.0,,,0.1667,,,0.56,,,,,,0.5833
J. F. Drake State Community and Technical College,28281.0,8.0,1.0,1.0,8640.0,0.0422322775,0.5610859729,0.2244,16.0,0.0196078431,0.1236802413,,0.088607594937,,0.672297297297,,0.4725
Jacksonville State University,45235.0,18.0,13.0,11.0,21912.0,0.0984562607,0.5886792453,0.791,1118.0,,0.0963979417,0.529972752,0.466340269278,0.428824049514,0.212661339889,0.11227154047,0.1258
Jefferson State Community College,40719.0,8.0,3.0,1.0,8910.0,0.1015857284,0.660555005,0.4002,370.0,0.0052031715,0.1337958375,0.6032906764,0.171214788732,0.117101937658,0.517208863744,0.098701298701,0.2701
John C Calhoun State Community College,38192.0,5.0,3.0,1.0,8750.0,0.0785436226,0.5809480192,0.455,311.0,0.0052667735,0.1378520724,0.5598591549,0.131381892444,0.124187725632,0.553366926248,0.096296296296,0.2773
Lawson State Community College,31701.0,4.0,2.0,2.0,8670.0,0.1512841091,0.5682182986,0.4276,183.0,0.0040128411,0.0497592295,,0.136253041363,0.15671641791,0.560842433697,0.135869565217,0.3378
University of West Alabama,44232.0,18.0,13.0,7.0,20090.0,0.15,0.5577586207,0.3812,212.0,,0.0448275862,0.461971831,0.226984126984,0.141372141372,0.342931937173,,0.373
Lurleen B Wallace Community College,32307.0,5.0,2.0,2.0,8670.0,0.0904007456,0.624417521,0.741,150.0,,0.1202236719,,0.308219178082,0.299191374663,0.477756286267,0.315789473684,0.1459
Marion Military Institute,59644.0,1.0,1.0,4.0,15538.0,0.1994680851,0.2340425532,0.9198,,,,0.5494505495,0.326732673267,,0.38,,
Miles College,32627.0,22.0,11.0,10.0,12714.0,0.2754237288,0.4668079096,0.715,,,0.0105932203,0.2033898305,0.127686472819,,0.324549237171,,0.152
University of Mobile,43611.0,20.0,11.0,13.0,25880.0,0.1534391534,0.6732804233,0.9714,206.0,,0.1031746032,0.4974226804,0.459154929577,0.461279461279,0.186186186186,0.179775280899,0.0623
University of Montevallo,42957.0,19.0,11.0,11.0,26730.0,0.1142857143,0.6827586207,0.7976,166.0,,0.039408867,0.5515873016,0.542763157895,0.390495867769,0.260714285714,0.055555555556,0.0804
Northwest Shoals Community College,33828.0,8.0,2.0,1.0,8761.0,0.055744062,0.6180319922,0.582,142.0,,0.1376635967,0.4646017699,0.080657206871,0.111285266458,0.593939393939,,0.167
University of North Alabama,45415.0,18.0,13.0,11.0,21420.0,0.0882352941,0.6013931889,0.6242,874.0,,0.0537925697,0.6334371755,0.451740506329,0.428209459459,0.205164992826,0.131443298969,0.1399
Northeast Alabama Community College,34913.0,5.0,2.0,1.0,8670.0,0.0379839299,0.6026296567,0.7155,68.0,,0.1533966399,0.5611814346,0.220090293454,0.269058295964,0.600665557404,0.154929577465,0.1712
Oakwood University,42488.0,21.0,11.0,10.0,20040.0,0.2796092796,0.5860805861,0.9012,48.0,,0.0427350427,0.3544303797,0.391402714932,0.208074534161,0.310096153846,,0.1284
Reid State Technical College,28982.0,7.0,1.0,1.0,8700.0,0.0735694823,0.7411444142,0.5906,81.0,,0.1117166213,,0.352941176471,0.365853658537,0.364285714286,,0.3717
Bishop State Community College,29916.0,8.0,2.0,1.0,8670.0,0.122371741,0.6059714045,0.5074,272.0,0.0046257359,0.0710681245,,0.149635036496,0.175516224189,0.552405498282,0.172413793103,0.353
Samford University,58469.0,17.0,14.0,12.0,36725.0,0.2254672897,0.6588785047,0.9144,391.0,,0.0432242991,0.79,0.692139737991,0.713554987212,0.052738336714,0.139931740614,0.0166
Shelton State Community College,35014.0,8.0,3.0,2.0,8730.0,0.1035058431,0.5901502504,0.5866,182.0,0.0054257095,0.0613522538,,0.144414168937,0.141809290954,0.55358724535,0.154362416107,0.3011
Snead State Community College,35735.0,3.0,2.0,2.0,9408.0,0.0761223162,0.627195836,0.6784,101.0,,0.1496421601,0.5740740741,0.292817679558,0.303538175047,0.465793304221,0.345679012346,0.1947
University of South Alabama,49379.0,16.0,16.0,13.0,17732.0,0.1091103966,0.6229367631,0.6869,1739.0,0.0032154341,0.0619506967,0.5811163276,0.456873822976,0.412653446648,0.212684989429,0.130801687764,0.128
Spring Hill College,51500.0,22.0,11.0,12.0,21732.0,0.3409785933,0.6452599388,0.7979,,,,0.7391304348,,,0.172701949861,,0.0475
Stillman College,35421.0,22.0,8.0,13.0,11392.0,0.2894280763,0.4610051993,0.5668,49.0,,,0.2293577982,0.236666666667,,0.361623616236,,0.2225
Talladega College,32229.0,22.0,11.0,11.0,13866.0,0.2971311475,0.4897540984,0.6686,60.0,,0.0225409836,,0.301694915254,,0.16975308642,,0.1241
H Councill Trenholm State Community College,32183.0,7.0,2.0,2.0,8580.0,0.0980788675,0.5389282103,0.4321,22.0,0.0121334681,0.0920121335,,0.076354679803,0.058608058608,0.623076923077,,0.3234
Troy University,42062.0,18.0,15.0,7.0,18624.0,0.0981316003,0.6510154346,0.5201,1454.0,0.0068237206,0.1696181966,0.484821024,0.269603768357,0.338842975207,0.275178184072,0.109788359788,0.3538
Tuskegee University,49641.0,19.0,11.0,10.0,22614.0,0.4479087452,0.6509505703,0.8854,316.0,,,0.5399061033,0.487218045113,0.462457337884,0.148936170213,0.044843049327,0.0385
United States Sports Academy,55257.0,32.0,6.0,5.0,16418.0,,0.2394366197,0.05,22.0,,0.4225352113,0.380952381,,,,,0.8028
Bevill State Community College,34107.0,8.0,2.0,1.0,9278.0,0.0773042616,0.6496531219,0.5948,315.0,,0.1273538157,,0.221507352941,0.223642172524,0.535982814178,0.252427184466,0.2344
University of Alaska Anchorage,51871.0,18.0,12.0,5.0,21635.0,0.0452644526,0.5987699877,0.6504,825.0,0.0098400984,0.1975399754,0.7462797619,0.230218538056,0.159394479074,0.456732993984,0.101479915433,0.4421
University of Alaska Fairbanks,48866.0,16.0,12.0,5.0,22032.0,0.0724312184,0.5940482875,0.5156,389.0,0.0145985401,0.2504211117,0.679417122,0.267857142857,0.22520661157,0.458375125376,0.111587982833,0.45
University of Alaska Southeast,48475.0,19.0,6.0,5.0,21096.0,0.0643274854,0.6978557505,0.3725,130.0,,0.2144249513,0.6804123711,0.270358306189,0.198198198198,0.433460076046,,0.5185
Alaska Pacific University,54271.0,22.0,7.0,11.0,20760.0,0.1780821918,0.6301369863,0.0752,47.0,,0.1575342466,0.6326530612,0.530303030303,0.444444444444,0.25,,0.5559
Alaska Vocational Technical Center,51083.0,-2.0,-2.0,-2.0,,,0.2865168539,0.6488,66.0,,0.1292134831,0.6419753086,0.891891891892,,,,0.5097
Charter College,35504.0,23.0,9.0,10.0,17116.0,0.0252678391,0.7612694562,0.9439,1339.0,0.0082878512,0.2415605417,0.3237616655,0.503263234228,0.52,0.31926683717,0.578313253012,0.6059
Alaska Career College,34468.0,13.0,1.0,4.0,,,0.8221153846,1.0,208.0,0.0208333333,0.2291666667,0.5163551402,0.724409448819,0.773195876289,0.139622641509,0.705882352941,0.6246
Empire Beauty School-Tucson,25073.0,-2.0,-2.0,-2.0,,0.0420210105,0.9449724862,0.7532,136.0,0.0085042521,0.1140570285,0.2907216495,0.55,0.629834254144,0.371837183718,0.517647058824,0.4058
Carrington College-Phoenix North,36718.0,10.0,2.0,4.0,,0.0412026726,0.8211581292,0.5831,1009.0,0.006013363,0.1572383073,0.343937575,0.713383339913,0.695800227015,0.180578286961,0.688442211055,0.4731
Carrington College-Mesa,36718.0,10.0,2.0,4.0,,0.0412026726,0.8211581292,0.4331,1009.0,0.006013363,0.1572383073,0.343937575,0.713383339913,0.695800227015,0.180578286961,0.688442211055,0.5465
Carrington College-Tucson,36718.0,10.0,1.0,4.0,,0.0412026726,0.8211581292,0.6518,1009.0,0.006013363,0.1572383073,0.343937575,0.713383339913,0.695800227015,0.180578286961,0.688442211055,0.4468
Arizona Academy of Beauty,21201.0,-2.0,-2.0,-2.0,,,,1.0,,,0.2589285714,,0.615384615385,,,,0.4792
Miller-Motte College-Arizona Automotive Institute,31102.0,-2.0,-2.0,-2.0,,0.0242621764,0.5105920695,0.9941,3186.0,0.0219083831,0.2455187398,0.3793103448,0.465039352116,0.526595744681,0.420002433386,0.481843575419,0.5779
Brookline College-Phoenix,29576.0,26.0,9.0,11.0,,0.0462762111,0.7960954447,0.3333,930.0,0.0068691251,0.2161966739,0.2038793103,0.534433693796,0.712676056338,0.268980477223,0.533742331288,0.717
Arizona State University Campus Immersion,62668.0,15.0,16.0,13.0,30592.0,0.1463320887,0.5568306611,0.7787,15850.0,0.0065341533,0.1507797057,0.659742065,0.593368453672,0.540906312756,0.207009713836,0.166718896898,0.0936
Arizona Western College,36857.0,2.0,3.0,1.0,9770.0,0.0650887574,0.5322978304,0.2461,54.0,0.0064102564,0.1476824458,0.6282051282,0.123299319728,0.107167710508,0.605889014723,,0.2351
University of Arizona,59979.0,15.0,15.0,13.0,39577.0,0.2214478613,0.5628539071,0.5164,4501.0,0.0031361617,0.0440804948,0.7412694926,0.576708278581,0.49766536965,0.14281240213,0.102576112412,0.1419
Central Arizona College,40513.0,2.0,3.0,1.0,3000.0,0.1003355705,0.5983221477,0.1473,179.0,0.0083892617,0.1798657718,0.4655870445,0.121811556481,0.131935881628,0.485407066052,0.10152284264,0.3689
Charles of Italy Beauty College,26269.0,-2.0,-2.0,-2.0,,,,1.0,,,0.25,,0.734693877551,,,,0.625
Cochise County Community College District,38033.0,9.0,2.0,1.0,6000.0,0.0618436406,0.5676779463,0.5183,359.0,0.008168028,0.1726954492,0.4237288136,0.18154158215,0.294227188082,0.56456043956,0.223021582734,0.3527
Empire Beauty School-Chandler,23921.0,-2.0,-2.0,-2.0,,0.0598559856,0.9477947795,0.7692,179.0,0.0090009001,0.1143114311,0.3591269841,0.550340651022,0.609523809524,0.346899224806,0.546875,0.5349
Avalon Institute-Mesa,30803.0,-2.0,-2.0,-2.0,,0.0364058869,0.956622773,0.4893,240.0,0.0100697134,0.1804802479,0.405904059,0.652573529412,0.632258064516,0.280774550484,0.725663716814,0.3528
Eastern Arizona College,38018.0,6.0,3.0,1.0,9192.0,0.1024498886,0.5723830735,0.508,56.0,,0.1380846325,,0.182180851064,0.214673913043,0.528888888889,0.195945945946,0.4901
Embry-Riddle Aeronautical University-Prescott,84131.0,22.0,10.0,12.0,40464.0,0.1255806503,0.1816434407,0.8811,2718.0,0.0195418869,0.3354156655,0.7096969697,0.466623669784,0.51570132589,0.300539083558,0.076263924593,0.0626
Glendale Community College,43108.0,2.0,4.0,1.0,7854.0,0.099136264,0.5678741782,0.3991,243.0,0.0059301276,0.1320097976,,0.064109795074,0.035150968905,0.500252270434,0.022869022869,0.2909
Grand Canyon University,42186.0,17.0,15.0,5.0,17800.0,0.0883302191,0.743284234,0.3742,14586.0,0.0085903565,0.3178431896,0.6025874938,0.422683904477,0.428054953001,0.262570791145,0.197931034483,0.5297
GateWay Community College,46147.0,8.0,3.0,1.0,7854.0,0.1073426573,0.6181818182,0.1796,515.0,0.0052447552,0.1804195804,0.3642611684,0.168080593849,0.156976744186,0.382946896036,0.165605095541,0.4689
Mesa Community College,44034.0,2.0,4.0,1.0,7854.0,0.1071706937,0.545336451,0.3288,238.0,0.0071447129,0.131073006,,0.06263577118,0.02834799609,0.497364771151,,0.3251
Mohave Community College,35522.0,6.0,2.0,1.0,7008.0,0.0435806832,0.6301531213,0.1875,247.0,0.0200235571,0.2261484099,0.4697286013,0.221682847896,0.188481675393,0.544186046512,0.165048543689,0.4669
Universal Technical Institute of Arizona Inc-Motorcycle Mechanics Institute Division,48341.0,-2.0,-2.0,-2.0,,0.0189526185,0.0387364921,0.7629,2252.0,0.0312551953,0.1546134663,0.4298325723,0.637727496311,0.718599033816,0.274639657187,0.690537084399,0.5339
Dine College,29188.0,33.0,6.0,5.0,1410.0,0.1203830369,0.634746922,0.502,28.0,,0.0766073871,,0.100286532951,,0.541420118343,,0.5529
Northern Arizona University,54384.0,16.0,16.0,11.0,27536.0,0.1626656274,0.6385814497,0.7391,5302.0,0.0053780203,0.1266562744,0.6372146119,0.567625308135,0.528370403995,0.166313238413,0.140091116173,0.1595
Northland Pioneer College,34199.0,9.0,2.0,1.0,9851.0,0.0655976676,0.6224489796,0.1062,55.0,0.0174927114,0.1997084548,,0.07029478458,0.148936170213,0.6,,0.2864
Phoenix College,40870.0,2.0,3.0,1.0,7854.0,0.1317376555,0.6298529966,0.2599,325.0,0.0065963061,0.1217489634,0.425,0.088242995549,0.060790273556,0.455564142195,0.086614173228,0.3766
Pima Community College,39810.0,3.0,4.0,1.0,7614.0,0.0685483871,0.5442428315,0.2584,1012.0,0.0097446237,0.1210797491,0.475780409,0.186006825939,0.157393292683,0.521267168808,0.138968481375,0.4051
Pima Medical Institute-Tucson,38673.0,26.0,9.0,11.0,,0.0435119832,0.8313038083,0.2159,5257.0,0.0086868844,0.2034437292,0.4734714004,0.699765327075,0.711462450593,0.14335900554,0.7,0.6503
Pima Medical Institute-Albuquerque,30917.0,10.0,2.0,4.0,,,0.8781512605,0.6779,446.0,,0.1974789916,,0.72641509434,,,,0.4655
Prescott College,42359.0,19.0,7.0,9.0,35450.0,0.115942029,0.6956521739,0.4776,62.0,,0.1497584541,0.5227272727,0.255474452555,0.345454545455,0.2734375,,0.3196
Refrigeration School Inc,52953.0,11.0,2.0,4.0,,0.018957346,0.0255924171,1.0,728.0,0.0426540284,0.2492890995,0.3881481481,0.737142857143,0.754716981132,0.248882265276,0.765432098765,0.5819
Rio Salado College,41015.0,6.0,4.0,1.0,7854.0,0.1168623266,0.6757381715,0.0971,180.0,0.009960868,0.254713625,0.2272727273,0.039012738854,,0.418554938008,,0.3107
Roberto-Venn School of Luthiery,35209.0,-2.0,-2.0,-2.0,,,,1.0,,,,,,,,,0.5833
Scottsdale Community College,47905.0,3.0,3.0,1.0,7854.0,0.1203595154,0.5318483783,0.2681,155.0,0.0093786635,0.0961313013,,0.119977037887,0.146050670641,0.361544782251,0.136882129278,0.3284
South Mountain Community College,39825.0,2.0,2.0,1.0,7854.0,0.1162575266,0.5937934229,0.3455,,0.0074108384,0.0940250116,,0.038192234246,,0.522309711286,,0.2744
Arizona Christian University,51612.0,22.0,8.0,11.0,31650.0,0.2510121457,0.2894736842,0.7506,80.0,,0.0647773279,0.7051282051,0.273255813953,0.302083333333,0.229838709677,0.177419354839,0.1111
Universal Technical Institute of Arizona Inc,52873.0,11.0,2.0,4.0,,0.034092171,0.0376457524,0.8251,3847.0,0.0182121044,0.1088284287,0.532804989,0.632617118704,0.695442875481,0.270282908581,0.716796875,0.2049
Yavapai College,39890.0,2.0,3.0,1.0,9340.0,0.0571188576,0.5636287274,0.4057,199.0,0.0088198236,0.1936161277,0.5,0.205882352941,0.191146881288,0.528099910794,0.061855670103,0.4592
University of Arkansas at Little Rock,45265.0,16.0,12.0,7.0,18957.0,0.0991390556,0.6464909992,0.3763,977.0,0.0060005218,0.171145317,0.7363636364,0.314468503937,0.272045028143,0.29027027027,0.112531969309,0.3795
University of Arkansas for Medical Sciences,73827.0,27.0,9.0,7.0,,,0.8375,,461.0,,0.29,0.8372093023,0.828,0.855072463768,,0.727272727273,0.6476
Arkansas Baptist College,28418.0,23.0,7.0,7.0,8760.0,0.2228571429,0.2502857143,0.6239,,,0.016,0.5769230769,0.043841336117,,0.561538461538,,0.186
Arkansas Beauty School-Little Rock,18078.0,-2.0,-2.0,-2.0,,0.0828729282,0.9226519337,1.0,17.0,,0.138121547,0.4782608696,0.358974358974,,0.422018348624,,0.3571
Arkansas Beauty College,16857.0,-2.0,-2.0,-2.0,,,,0.6,,,0.2272727273,,0.589743589744,,,,0.1818
Lyon College,44232.0,21.0,8.0,12.0,31000.0,0.1790633609,0.4325068871,0.7826,,,,0.7652173913,0.439306358382,,0.19298245614,,0.0276
Arkansas Technical School,16209.0,-2.0,-2.0,-2.0,,0.0898876404,0.3426966292,1.0,,,0.0786516854,0.4545454545,0.551020408163,,0.579545454545,,0.2258
Arthur's Beauty College,21470.0,-2.0,-2.0,-2.0,,,,,,,0.2590361446,,0.622950819672,,,,0.36
University of Arkansas,58191.0,15.0,16.0,12.0,27410.0,0.0983836964,0.5588193956,0.8244,3369.0,0.0029515109,0.0559381588,0.747778248,0.566499721758,0.563816977724,0.124104401228,0.098141695703,0.0851
University of Arkansas at Pine Bluff,35550.0,22.0,11.0,10.0,15838.0,0.2716488731,0.5960854093,0.7358,286.0,,0.0266903915,0.5220588235,0.345367027677,0.348330914369,0.241910631741,0.118644067797,0.0914
Arkansas State University-Beebe,36603.0,4.0,3.0,2.0,4728.0,0.0632215503,0.5981308411,0.7072,121.0,,0.1781198461,0.6624472574,0.319829424307,0.344703770197,0.393743257821,0.258992805755,0.1834
Arkansas State University,42617.0,16.0,13.0,9.0,13312.0,0.069142985,0.6108749161,0.5835,1896.0,,0.1331394048,0.7254348848,0.42064939803,0.412734508243,0.196808510638,0.127102803738,0.1922
Arkansas Tech University,41766.0,18.0,13.0,10.0,13891.0,0.0743081281,0.5661364132,0.7834,1229.0,,0.1242100676,0.7391304348,0.402734375,0.367024280068,0.340268146093,0.141843971631,0.1405
University of Arkansas at Monticello,36902.0,19.0,10.0,11.0,14281.0,0.0866141732,0.537007874,0.6739,217.0,,0.1139107612,0.7384196185,0.276084949215,0.19696969697,0.393617021277,0.1125,0.1966
Arthur's Beauty College,21954.0,-2.0,-2.0,-2.0,,,0.9371980676,1.0,,,0.2560386473,0.5315315315,0.612903225806,0.594594594595,,,0.2105
Baptist Health College Little Rock,62244.0,10.0,2.0,4.0,12938.0,0.0592,0.864,0.0193,375.0,,0.2288,0.7511848341,0.696,0.719298245614,0.071216617211,0.75,0.4595
Black River Technical College,34818.0,1.0,2.0,2.0,6888.0,0.0421621622,0.6108108108,0.6693,188.0,,0.2086486486,0.6209677419,0.264036418816,0.294642857143,0.576923076923,,0.3275
University of Central Arkansas,45938.0,17.0,13.0,13.0,16728.0,0.09088676,0.6165561287,0.7639,1236.0,,0.050110538,0.7503782148,0.397518014412,0.39243740419,0.218691588785,0.116239316239,0.0797
Central Baptist College,46789.0,22.0,7.0,11.0,17700.0,0.0992907801,0.4609929078,0.6398,82.0,,0.1654846336,0.7333333333,0.134920634921,0.208955223881,0.3,,0.164
Cossatot Community College of the University of Arkansas,33775.0,2.0,2.0,1.0,4460.0,0.0651769088,0.6759776536,0.6115,132.0,,0.1452513966,,0.422043010753,0.506756756757,0.408163265306,,0.1949
Crowley's Ridge College,39533.0,22.0,8.0,10.0,15000.0,0.1568627451,0.3921568627,0.7714,16.0,,,0.5517241379,0.290909090909,,0.280898876404,,0.0152
East Arkansas Community College,28471.0,5.0,2.0,2.0,3810.0,0.0988235294,0.6658823529,0.6111,80.0,,0.1011764706,0.4,0.281531531532,0.287128712871,0.440860215054,,0.3409
Paul Mitchell the School-Little Rock,24765.0,-2.0,-2.0,-2.0,,0.0683012259,0.9667250438,0.9796,41.0,,0.1873905429,0.5519713262,0.588815789474,0.626016260163,0.253571428571,0.733333333333,0.3545
National Park College,32444.0,4.0,2.0,3.0,6880.0,0.048431105,0.5920873124,0.6752,167.0,,0.1787175989,0.6027874564,0.271245634459,0.267441860465,0.593052109181,0.209090909091,0.2671
University of Arkansas Community College-Batesville,33706.0,7.0,2.0,2.0,3750.0,0.0383663366,0.6757425743,0.6596,40.0,,0.2400990099,0.6540540541,0.218905472637,0.12,0.590909090909,,0.2292
Harding University,52876.0,17.0,14.0,12.0,23148.0,0.0988332189,0.5682910089,0.8716,608.0,,0.06108442,0.762195122,0.626530612245,0.577344701583,0.109060402685,0.068862275449,0.0445
Henderson State University,43459.0,19.0,11.0,11.0,9768.0,0.1115583669,0.5543415756,0.7566,352.0,,0.058079356,0.8170731707,0.367408906883,0.331612903226,0.28843537415,0.104046242775,0.1104
Hendrix College,60376.0,21.0,11.0,12.0,35100.0,0.4365079365,0.505952381,0.968,103.0,,,0.8333333333,0.657243816254,,0.098360655738,,0.0054
Hot Springs Beauty College,21563.0,-2.0,-2.0,-2.0,,,,1.0,,,0.1754385965,,,,,,0.3176
Jefferson Regional School of Nursing,73975.0,10.0,1.0,4.0,,,0.8837209302,,31.0,,0.1627906977,,0.74358974359,,0.291666666667,,0.303
John Brown University,53907.0,19.0,11.0,13.0,29720.0,0.1311688312,0.6155844156,0.7815,327.0,,0.1844155844,0.8361111111,0.662870159453,0.639730639731,0.163101604278,0.205714285714,0.0891
Career Academy of Hair Design,21567.0,-2.0,-2.0,-2.0,,0.0308988764,0.9353932584,1.0,29.0,,0.2275280899,0.46875,0.653846153846,0.611111111111,0.309392265193,,0.4388
Academy of Salon and Spa,16941.0,-2.0,-2.0,-2.0,,,,1.0,,,0.2820512821,0.5797101449,0.685393258427,,,,0.3019
Arkansas State University Mid-South,31857.0,3.0,2.0,1.0,4258.0,0.1026315789,0.6394736842,0.3636,,,0.1,,0.117318435754,0.102678571429,0.576923076923,,0.1996
Arkansas Northeastern College,33169.0,5.0,2.0,2.0,4222.0,0.0321543408,0.6414790997,0.5936,129.0,,0.1221864952,,0.337765957447,0.329545454545,0.515901060071,,0.2677
New Tyler Barber College Inc,18715.0,-2.0,-2.0,-2.0,,,0.4153846154,1.0,,,,,0.731707317073,,,,0.5152
North Arkansas College,34653.0,4.0,2.0,2.0,5136.0,0.0597643098,0.5589225589,0.677,201.0,0.0084175084,0.180976431,0.5416666667,0.324786324786,0.338323353293,0.476618705036,0.285714285714,0.2506
Northwest Technical Institute,41513.0,-2.0,-2.0,-2.0,5184.0,,0.3898305085,0.9949,80.0,,0.2033898305,,0.545454545455,0.672131147541,,,0.3806
Ouachita Baptist University,51673.0,21.0,11.0,12.0,31180.0,0.1569858713,0.4945054945,0.9045,169.0,,,0.7264957265,0.538709677419,0.635802469136,0.09604519774,0.085227272727,0.014
Arkansas State University Three Rivers,37374.0,9.0,2.0,1.0,5780.0,0.0702875399,0.7444089457,0.5389,,,0.2603833866,0.5172413793,0.109324758842,0.148148148148,0.473880597015,,0.144
Ozarka College,29314.0,1.0,2.0,2.0,6723.0,0.0259259259,0.6975308642,0.599,60.0,,0.2864197531,0.4130434783,0.104166666667,,0.53125,0.307692307692,0.2165
University of the Ozarks,44384.0,22.0,8.0,10.0,25950.0,0.2050561798,0.4859550562,0.8063,64.0,,,0.756097561,0.409090909091,,0.176470588235,,0.0191
University of Arkansas Community College-Morrilton,34924.0,1.0,2.0,2.0,4128.0,0.0464963982,0.6057629339,0.6477,50.0,,0.1650294695,0.6255707763,0.25325443787,0.244111349036,0.548136645963,,0.2729
Philander Smith University,38427.0,22.0,8.0,11.0,13014.0,0.3026819923,0.6232439336,0.6698,54.0,,0.0204342273,0.4820143885,0.394904458599,0.20320855615,0.440340909091,,0.1521
